,time_months,weight_kg,id
0,0,79.66999232580805,100822
0,0,63.255204162174216,696756
0,0,79.31830860455817,235252
0,0,39.442571383573906,699254
0,0,57.651619025712364,699396
0,0,51.740648450604574,235115
0,0,40.47676121410585,699475
0,0,35.61643498168677,700860
0,0,76.06136368799712,234375
0,0,81.56509712365046,701211
0,0,42.970329866082935,701393
0,0,15.107057060250233,695426
0,0,32.142829455044854,230783
0,0,15.507227835980963,705365
0,0,18.236767233948463,229686
0,0,41.39592073096669,705778
0,0,49.26027096565772,706172
0,0,22.705818917884326,228423
0,0,42.22296567436319,706906
0,0,10.949409303906366,707236
0,0,70.75635865974932,228127
0,0,17.19674976115237,708111
0,0,33.95158898490973,975046
0,0,68.92713791787821,701758
0,0,30.97583595001737,235360
0,0,36.26135015811686,694265
0,0,52.033042764261104,692057
0,0,46.55687444357419,683377
0,0,38.97085188654864,683430
0,0,11.400238076741136,247018
0,0,92.44891988883543,684140
0,0,12.989836571331393,684719
0,0,50.97444897723359,684879
0,0,69.01252055200679,246572
0,0,36.01436464192936,685784
0,0,23.68113900915101,686304
0,0,20.197740606450687,245104
0,0,63.01590491129279,686506
0,0,77.45320843970745,687100
0,0,21.98469150046124,240012
0,0,40.97973495251133,687631
0,0,48.964780838754365,687896
0,0,81.07376826696905,238003
0,0,71.51692765525381,996082
0,0,83.15346335912626,688343
0,0,31.73298715293521,237113
0,0,32.07520012518373,689681
0,0,77.90790825816623,975233
0,0,10.983663510113251,691524
0,0,25.879796246111674,235798
0,0,83.22427102372497,708705
0,0,55.65971577323136,247130
0,0,11.374436973630715,227800
0,0,70.2852961239241,710018
0,0,60.164471762344455,730650
0,0,22.62565298090157,732395
0,0,65.89424132609219,218430
0,0,84.06792745928121,734052
0,0,77.50409338562,734071
0,0,37.59629512740985,216995
0,0,55.97851034848857,737795
0,0,40.51392259373112,737812
0,0,40.007709670025896,216307
0,0,89.04972540520536,738899
0,0,35.535915736058925,220151
0,0,21.291526401556045,739949
0,0,52.94709949071425,740091
0,0,22.974045627951483,740314
0,0,27.06324701741325,740598
0,0,44.35858480631651,216090
0,0,18.805487055828046,741140
0,0,18.272906251648532,742146
0,0,48.56830863146928,216018
0,0,50.32713056729287,742672
0,0,53.066177317029094,215245
0,0,74.61390507027299,745977
0,0,92.01382569766103,216304
0,0,29.582031144335517,729881
0,0,40.767940788271815,974478
0,0,42.88330465528104,728224
0,0,21.012593982995305,226902
0,0,54.60177377667668,710248
0,0,70.59423697575892,713129
0,0,42.70435471579332,226178
0,0,38.939596548086364,713454
0,0,64.89922720976959,713844
0,0,20.535121209466336,716204
0,0,18.340742096746585,224714
0,0,23.926258058948356,717650
0,0,75.98892921773788,717684
0,0,16.095824325728714,224073
0,0,31.256154443715477,718033
0,0,13.489893384551074,718511
0,0,17.893591813197936,223413
0,0,48.371958544896685,718829
0,0,79.49775089594145,718909
0,0,65.78213877338507,222398
0,0,16.09848815856476,720548
0,0,78.54796036815324,725608
0,0,37.943155137472246,221952
0,0,53.67799969406287,996630
0,0,82.40066141909074,726591
0,0,17.256065544894017,220529
0,0,20.27124045668394,709817
0,0,22.44512601969186,746251
0,0,56.864315184634926,682445
0,0,84.25925453688427,247191
0,0,83.49970914865928,268946
0,0,16.63288399860781,635385
0,0,59.58491732652322,637036
0,0,16.031669184458522,267464
0,0,73.48793428742384,637547
0,0,62.710925095444566,638275
0,0,73.860695517229,265649
0,0,50.9727966392703,639394
0,0,52.398215315080435,639671
0,0,43.545895969824365,265567
0,0,51.48230676918479,635055
0,0,36.77681425155518,640243
0,0,44.38198554205503,265077
0,0,78.12380694250704,645612
0,0,44.957264974767,976100
0,0,82.5007879140192,647231
0,0,34.657489871069366,264717
0,0,48.24282058239686,647686
0,0,42.656363745062116,648300
0,0,76.46316148259338,263581
0,0,12.574915197371993,648580
0,0,59.801083341473806,649377
0,0,12.115219191066705,643013
0,0,32.85663419392321,634650
0,0,52.78629219725175,268969
0,0,33.61893620651659,633977
0,0,59.2065334973872,622973
0,0,63.064699839985074,274256
0,0,55.37446014828337,623720
0,0,57.47326610682935,625197
0,0,26.56773325232345,274161
0,0,55.955568195963075,625854
0,0,15.247234808176222,626472
0,0,61.62001357785841,273497
0,0,63.9464440584948,995147
0,0,29.47718968403521,628350
0,0,37.50740557221754,628490
0,0,38.89336793248221,271904
0,0,15.255577359133664,629353
0,0,20.05279157848201,976626
0,0,59.93270631913556,630296
0,0,77.04120030017766,271712
0,0,22.583968875212484,630536
0,0,48.01071433349264,630551
0,0,31.588893862893766,269299
0,0,53.557068796772654,632252
0,0,31.417876643422126,632392
0,0,63.654579326794455,269067
0,0,77.87982873701273,633672
0,0,10.856396866747255,262536
0,0,72.03309752341599,682269
0,0,72.67459856274724,651231
0,0,12.96176158150362,260638
0,0,43.057093299389045,252339
0,0,26.754000940884065,665935
0,0,62.628965594233186,669942
0,0,83.55736558260571,249288
0,0,66.23780328565043,670503
0,0,29.520312729451827,671705
0,0,49.89138981221568,248850
0,0,81.76241801485129,674304
0,0,64.4468805303534,675432
0,0,63.715599881312855,248808
0,0,58.3435363012042,665534
0,0,37.56662804261929,675649
0,0,90.1852261530155,247860
0,0,71.33274948247252,678295
0,0,17.27535707309799,678311
0,0,73.42105338241153,247368
0,0,60.57530550065301,679547
0,0,71.9626923940075,975717
0,0,25.243749968114468,680125
0,0,72.55562195638984,247318
0,0,35.15838059771912,680528
0,0,81.39828034769248,681959
0,0,85.29890530990046,677760
0,0,40.82676791610698,664309
0,0,52.3125739190386,252727
0,0,31.008233808454836,664194
0,0,77.14057633548441,656639
0,0,59.18793949724927,657758
0,0,75.4461800458945,260337
0,0,70.42498610190484,658178
0,0,53.88271369324395,658964
0,0,76.02285158658908,659290
0,0,61.459452689505476,260286
0,0,81.71771222027658,660187
0,0,13.444685161662806,660508
0,0,48.38765985861493,259891
0,0,37.67475655961051,661176
0,0,28.589276385548484,259761
0,0,69.87624589150217,995703
0,0,19.383692512189466,662081
0,0,63.27912966355628,662234
0,0,85.66088703988423,257716
0,0,46.684846992014506,662955
0,0,16.298729266686347,975862
0,0,32.32097129856791,663001
0,0,14.477406847848586,253904
0,0,51.63648925798953,663277
0,0,34.28843568312135,252826
0,0,51.25088972594798,663666
0,0,45.9690455091124,655253
0,0,79.58895677093025,214597
0,0,13.638438302955336,746580
0,0,49.94630038243947,973810
0,0,42.735817546086935,165145
0,0,51.60539940908527,838149
0,0,43.779256070909625,839933
0,0,50.56035515790723,164462
0,0,78.54721998174679,998782
0,0,60.40723372582016,840361
0,0,80.52639206864616,842795
0,0,17.839485378863138,163285
0,0,38.96313080855477,971535
0,0,19.666634962728256,843351
0,0,22.672658896756715,838063
0,0,46.213499166048315,845773
0,0,18.766917111506586,847345
0,0,85.57975721879518,847364
0,0,80.39319709828891,161489
0,0,60.09476951409957,847469
0,0,55.799000695490854,850454
0,0,33.926507489881864,160430
0,0,32.52871007358398,851091
0,0,30.313870701812302,851284
0,0,53.47565328665346,159648
0,0,49.76573717029855,852548
0,0,15.986831499865856,161684
0,0,17.312310839856345,837609
0,0,36.232076779051454,165312
0,0,30.385489402726698,836526
0,0,70.24214483118926,827883
0,0,21.43461183158589,828351
0,0,81.13678878394887,171399
0,0,59.7971778558476,828424
0,0,20.93038031188888,828468
0,0,43.27997832857547,170845
0,0,42.96409175563729,972033
0,0,81.64866018331277,828801
0,0,53.244611992397296,829926
0,0,23.00491120729809,170663
0,0,24.639040424398488,830310
0,0,36.92423224186842,832014
0,0,40.075356038710396,168750
0,0,16.595879321831454,832088
0,0,62.51495898230802,834277
0,0,87.40772432877272,168652
0,0,81.87306391119657,834655
0,0,11.765589356602488,835060
0,0,13.371038747465382,167513
0,0,26.512251924973643,835710
0,0,67.70283310166366,835749
0,0,37.29815260201365,165321
0,0,32.795299493927736,836207
0,0,84.8804927491948,853170
0,0,46.33982258762992,177294
0,0,86.9258816913598,159242
0,0,86.81773586091956,853938
0,0,64.64136726004257,867959
0,0,39.32757713963589,870363
0,0,72.68445257342103,151433
0,0,47.60505569789938,871356
0,0,12.680111383912038,148897
0,0,88.10040703346735,872047
0,0,73.10828700994945,872371
0,0,15.226625766189182,148579
0,0,29.23352677244185,998842
0,0,34.3443866065029,873054
0,0,54.40335545946263,867544
0,0,36.031413421753285,875599
0,0,14.165898870059536,970214
0,0,70.66745437818656,876768
0,0,18.524866836804982,878520
0,0,62.83744391497508,146595
0,0,83.92029852481538,881951
0,0,29.402779513366646,882659
0,0,25.328887028669637,145628
0,0,12.8363635030804,882878
0,0,59.42962428693605,883311
0,0,11.021978194650952,143622
0,0,68.99504372000042,148076
0,0,77.89070051662246,153358
0,0,64.13955008547458,867338
0,0,75.0571852662296,866376
0,0,91.34977881573595,159058
0,0,62.554918542980644,854348
0,0,58.340899046954206,854476
0,0,52.725302363037024,156974
0,0,64.19755112822368,855000
0,0,18.842390113241613,855361
0,0,60.2855017218366,156632
0,0,21.656090834782844,855542
0,0,88.84338861154987,856183
0,0,12.130834544562905,155905
0,0,26.291536613597067,971223
0,0,70.22683446592218,856503
0,0,60.655576075557406,859495
0,0,32.114784672035405,154861
0,0,52.668364100386256,859683
0,0,9.699796968816381,861092
0,0,70.07780264723965,154793
0,0,59.766180859497226,861108
0,0,50.627173660809184,861240
0,0,86.8196154916426,154393
0,0,16.081959599203728,863372
0,0,32.393577933947824,865378
0,0,10.881758774210471,154249
0,0,21.960392706528157,853486
0,0,46.58475384571542,825560
0,0,62.121666633084885,824443
0,0,58.69249151154827,177632
0,0,47.44390219879901,204769
0,0,52.424563351833115,973005
0,0,19.873038776349272,765072
